City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country
415,avellaneda,-28.8061,-59.7079,306.68,49,18,6.61,AR
416,dehui,44.626,125.7766,278.88,48,2,5.61,CN
417,atar,21.2567,-13.9769,303.0,32,0,3.18,MR
418,rabigh,22.7133,40.0694,296.72,26,5,2.57,SA
419,general roca,-40.4357,-67.7741,293.11,39,90,3.66,AR
420,formosa do rio preto,-11.0683,-45.6338,310.23,19,57,3.23,BR
421,noosa heads,-25.8987,153.893,294.95,69,13,4.24,AU
422,slavonski brod,45.1382,18.1519,290.62,88,100,2.13,HR
423,pierre,43.5311,-99.4688,289.51,35,9,3.51,US
424,chibougamau,58.535,-76.6071,275.49,61,96,3.83,CA
425,villa canas,-34.2004,-61.9948,296.47,83,100,4.1,AR
426,blackwater,-24.7433,148.7927,290.84,74,4,1.33,AU
427,punta alta,-39.7993,-62.228,293.56,59,100,4.4,AR
428,khandyga,67.2953,136.1218,249.17,100,93,0.98,RU
429,lulea,64.7001,22.2683,277.21,49,0,4.92,SE
430,gambela,7.5029,34.0042,296.63,82,20,0.68,ET
431,kurchatov,50.216,78.1987,278.15,46,96,2.82,KZ
432,kargil,35.4069,75.8975,259.44,57,96,2.08,PK
433,palmer,60.5265,-144.1925,269.91,40,0,4.41,US
434,pueblo nuevo,8.0977,-74.9685,305.53,56,100,1.97,CO
435,huocheng,45.3398,81.8441,272.61,66,94,2.47,KZ
436,macas,-2.8397,-76.2836,305.63,46,20,1.1,EC
437,jiwani,23.7528,62.09,300.04,71,0,0.74,PK
438,fort-shevchenko,43.9411,49.373,289.47,87,27,5.9,KZ
439,marco island,25.8743,-81.8013,304.29,45,0,4.12,US
440,uliastay,47.9042,95.455,274.36,42,0,2.6,MN
441,san juan de miraflores,-4.6697,-72.8978,305.92,48,96,1.49,PE
442,pemangkat,1.3358,109.069,298.9,85,78,1.09,ID
443,basco,20.1991,121.1877,300.65,79,84,10.86,PH
444,madimba,-10.1723,40.5649,299.71,82,24,3.53,TZ
445,jakiri,5.9936,10.4646,292.38,89,99,1.86,CM
446,viqueque,-9.5006,126.8149,300.01,72,5,1.67,TL
447,chebba,35.4043,11.6451,296.36,64,100,5.04,TN
448,ginir,7.5795,40.7787,291.25,64,48,2.36,ET
449,xuddur,4.3536,43.5749,295.55,84,81,3.9,SO
450,barabinsk,55.2874,78.5836,276.52,74,56,5.23,RU
451,guardo,42.959,-5.1606,276.88,90,100,1.67,ES
452,zonguldak,42.247,31.563,294.76,72,18,6.66,TR
453,ytyk-kyuyel',60.3528,134.3357,262.27,92,28,3.14,RU
454,mudgee,-31.906,149.3787,287.38,67,2,1.46,AU
455,bernardo de irigoyen,-26.3272,-53.3317,299.84,70,18,1.29,BR
456,upington,-28.0136,21.7907,290.89,43,6,5.36,ZA
457,vryburg,-26.119,24.6784,295.54,10,0,8.97,BW
458,aldan,58.0773,124.109,264.96,98,99,1.41,RU
459,jimenez,28.6316,-105.2723,300.4,16,100,1.03,MX
460,harstad,69.2104,16.2539,277.18,75,100,1.03,NO
461,dera bugti,29.21,69.3806,294.21,49,51,1.37,PK
462,kavieng,-1.7673,150.1897,301.71,75,100,5.57,PG
463,ventspils,58.6402,21.2639,279.03,95,100,14.05,EE
464,virac,13.4595,124.7601,302.02,73,97,3.15,PH
465,hatsukaichi,34.5927,132.204,282.14,88,60,0.43,JP
466,linares,38.0333,-3.5837,288.98,54,59,0.91,ES
467,zalingei,12.6763,23.7852,298.96,23,63,1.33,SD
468,fellsmere,27.7872,-80.9549,303.7,45,3,3.43,US
469,keningau,4.591,116.6938,294.1,99,49,0.38,MY
470,lockwood,46.4706,-107.8833,288.87,38,84,4.82,US
471,igrim,64.123,62.444,272.37,71,100,4.14,RU
472,kulu,31.9286,77.4642,267.89,55,2,3.04,IN
473,doctor arroyo,24.0695,-100.0764,300.68,19,96,0.85,MX
474,ath thawrah,35.9985,38.3598,295.69,45,6,1.0,SY
475,sitia,35.8572,26.1273,295.67,80,25,6.24,GR
476,qashar,53.2365,62.5559,276.06,96,100,7.92,KZ
477,troitsko-pechorsk,62.8702,57.0161,272.21,77,95,5.43,RU
478,kenora,51.1681,-94.1136,280.88,90,100,3.38,CA
479,bucak,37.3666,30.7627,290.37,75,51,1.83,TR
480,phang nga,8.9123,98.1297,300.39,78,100,1.54,TH
481,luganville,-15.1782,165.4452,299.59,83,100,5.49,VU
482,zykovo,55.7903,93.1759,275.97,65,54,8.71,RU
483,nuku'alofa,-21.602,-175.8797,296.34,88,52,4.01,TO
484,barrancas,11.1698,-73.0971,301.61,78,93,2.8,CO
485,sishilichengzi,42.0048,86.8895,284.57,51,6,2.87,CN
486,chongwe,-15.7907,28.9862,300.06,61,100,2.16,ZW
487,napoleon,41.4466,-84.2848,284.21,87,100,1.54,US
488,tinajo,30.1596,-13.9921,296.54,76,100,10.7,ES
489,tyrnyauz,43.226,43.1078,283.61,73,91,1.96,RU
490,bolobo,-2.4929,15.9216,295.57,91,100,1.16,CG
491,takoradi,4.691,-1.8079,299.82,86,67,5.28,GH
492,xacmaz,41.3095,48.8557,289.77,44,0,2.45,AZ
493,pangai,-19.0319,-175.9031,297.79,79,100,3.35,TO
494,jetpur,21.851,70.5581,299.63,54,4,1.13,IN
495,naryn,40.574,77.4502,274.8,39,97,0.82,CN
496,parkersburg,38.9608,-81.1313,289.21,59,64,4.41,US
497,yangquan,38.3258,113.5772,281.21,35,0,2.53,CN
498,fort st. john,56.4698,-121.5011,274.23,79,100,2.47,CA
499,sokcho,38.9373,129.7775,288.28,55,1,7.5,KR
500,concepcion,-17.4377,-60.5333,314.99,14,75,2.56,BO
501,pechora,65.2845,56.4898,271.12,77,58,5.92,RU
502,tanjung pinang,0.1332,104.3623,301.53,74,100,2.82,ID
503,as samawah,29.6363,44.4239,298.27,23,99,5.04,SA
504,mossoro,-5.3233,-37.1745,301.8,62,86,8.22,BR
505,kamenka,51.1983,42.8111,277.41,69,100,4.74,RU
506,kushiro,41.3206,144.2153,283.92,53,100,12.89,JP
507,bei'an,48.9246,126.6291,272.4,85,9,3.75,CN
508,maitum,5.5305,124.0506,301.64,72,78,1.23,PH
509,chimore,-16.504,-65.4906,312.94,22,59,3.59,BO
510,metlili chaamba,30.3666,3.9146,297.65,25,33,6.0,DZ
511,novhorodka,48.1356,32.3654,289.76,71,36,3.82,UA
512,puduvayal,13.3401,80.1619,302.02,81,100,4.2,IN
513,saynshand,44.692,111.2377,279.15,35,0,2.66,MN
514,jatai,-18.248,-51.5892,304.9,36,69,3.72,BR
515,zabid,14.0522,42.7095,302.57,75,54,10.71,YE
516,suzhou,31.3626,120.7164,287.33,71,53,1.83,CN
517,kayan,16.8392,96.7133,299.04,83,17,2.31,MM
518,richfield,39.1289,-112.7865,297.56,29,0,1.61,US
519,arinos,-16.3259,-45.5142,304.56,41,97,2.48,BR
520,ha giang,22.3103,104.7055,290.5,85,14,0.5,VN
521,lethem,2.3151,-58.8488,303.45,57,87,0.31,GY
522,bosaso,10.6759,48.9517,296.5,65,79,2.32,SO
